,product_id,product_name,unit,product_type,brand_name,manufacturer_name,l0_category,l1_category,l2_category,l0_category_id,l1_category_id,l2_category_id
8971,297585,Cothas Extra Strong Coffee,200 g,Coffee,Cothas,COTHAS COFFEE CO.,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
8972,477767,MeatKart Chicken Lollipop,400 g,Chicken Lollipop,MeatKart,MeatKart,"Chicken, Meat & Fish",Chicken,Fresh Chicken,4,1362,1367
8973,483793,Brooke Bond Red Label Natural Care Tea - Pack of 2,2 x 100 g,Tea,Brooke Bond Red Label,Hindustan Unilever Ltd.,"Tea, Coffee & Health Drinks",Tea,Leaf & Dust Tea,12,957,25
8974,476941,Organic Ginger by GSF,200 g,Ginger,GSF,Terragreens Organic Private Limited,Vegetables & Fruits,Organic & Hydroponic,Organic & Hydroponic,1487,742,742
8975,464418,Chetran's Soy Buttermilk,500 ml,Buttermilk,Chetran's,Chetran Foods Pvt. Ltd.,"Tea, Coffee & Health Drinks",Vegan Drinks,Vegan Drinks,12,87,87
8976,439989,Grocery Refined Wheat Flour/ Maida,1 kg,Maida,Grocery,Udit Fresh Food Pvt. Ltd.,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
8977,439125,"Whiskas Ocean Fish Flavor Cat Dry Food (Adult, +1 year) + Chicken in Gravy Cat Wet Food (Adult, +1 year) - Pack of 48 Combo",7 kg + 48 x 85 g,Combo,Whiskas,MARS INTERNATIONAL INDIA PVT LTD,Pet Care,Cat Food & Treats,Cat Food & Treats,5,134,134
8978,421742,Snake Gourd,500 g,Snake Gourd,,HOT,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
8979,493793,Town Grocer Horse Gram/Kulthi Bean - Pack of 2,2 x 500 g,Horse Gram,Town Grocer,Congruence Trade And Services Pvt. Ltd.,"Atta, Rice & Dal","Rajma, Chhole & Others",Dried Peas & Others,16,1573,1009
8980,485245,"Pigeon Peristaltic Feeding Nipple (9 months+, Large, Round Hole) - Pack of 2",2 x 1 unit,Feeding Nipple,Pigeon,Pigeon India Pvt. Ltd.,Baby Care,Feeding Accessories,Feeding Accessories,7,169,169
8981,449118,GNC Pro Performance Zinc Magnesium Health Supplement,1 pack (60 tablets),Health Supplement,GNC,Guardian Healthcare Services Pvt. Ltd.,Pharma & Wellness,Supplements,Supplements,287,308,308
8982,492835,Satyam Makki Atta (Maize Flour) - Pack of 3,3 x 500 g,Makki Atta (Maize Flour),Satyam,VIRAKI BROTHERS,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
8983,245123,Clinic Plus Strong Scalp Anti Dandruff Shampoo,175 ml,Shampoo,Clinic Plus,Hindustan Unilever Ltd.,Personal Care,Shampoo & Conditioner,Shampoo & Conditioner,163,166,166
8984,350269,Kettle Studio Potato Chips - Sweet Chilli With Lime & Basil,113 g,Potato Chips,Kettle Studio,Excelus Brand Llp,Munchies,Chips & Crisps,Potato Chips,1237,940,26
8985,455374,Boca Sparkling Water,360 ml,Sparkling Water,Boca,PANCHGAVYA FOODS & BEVERAGES PVT. LTD.,Cold Drinks & Juices,Water & Ice Cubes,Mineral Water,332,270,22
8986,479694,Vega Nail Clipper,1 unit,Nail Clipper,Vega,Vega Industries Private Ltd.,Personal Care,Women's Grooming,Tools & Brushes,163,1893,182
8987,430618,Nivea Soft Light Moisturizer,500 ml,Moisturizer,Nivea,Nivea India Pvt Ltd,Personal Care,Facial Care,Face Cream & Lotion,163,1117,164
8988,124018,Wingreens Farms Rosemary Hummus Dip,150 g,Hummus Dip,Wingreens Farms,WINGREENS FARMS PVT LTD.,Sauces & Spreads,Dips & Spreads,Dips,972,974,89
8989,380795,"Scotch Brite 3 Pcs Antibacterial Scrub Pad (2.75"" x 4"")",1 unit,Scrub Pad,Scotch Brite,3M India,Cleaning Essentials,Dishwashing Accessories,Scrubbers & Cleaning Aids,18,986,1079
8990,479280,Wills Classic Mild Cigarette,1 pack (20 pieces),Cigarette,Wills Classic,ITC Limited (Tobacco),Paan Corner,Cigarettes & Tobacco,Cigarettes & Tobacco,229,1948,1948
8991,469204,Evolve Heeng Jeera Raagi Bhujia - Pack of 2,2 x 90 g,Bhujia,Evolve,HOT,Munchies,Healthy Snacks,Healthy Snacks,1237,816,816
8992,424851,Wingreens Farms Traditional Recipe Schezwan Chilli Garlic Sauce,450 g,Sauce,Wingreens Farms,WINGREENS FARMS PVT LTD.,Sauces & Spreads,Asian Sauces,Asian Sauces,972,1130,1130
8993,482163,Complan Royale Chocolate Nutrition and Health Drink - Pack of 2,2 x 1 kg,Health Drink,Complan,Zydus Wellness Products Ltd.,"Tea, Coffee & Health Drinks",Health Drinks,Chocolate Health Drinks,12,960,1106
8994,495054,Natureland Organic Peanuts - Pack of 2,2 x 500 g,Organic Peanuts,Natureland,NATURELAND ORGANIC FOODS PVT LTD,Organic & Premium,"Dry Fruits, Nuts & Seeds","Dry Fruits, Nuts & Seeds",175,1937,1937
8995,387434,Dettol Surface Disinfection & Personal Hygiene Antiseptic Liquid,1 l,Antiseptic Liquid,Dettol,Reckitt Benckiser India Ltd. Health,Pharma & Wellness,Antiseptic Liquid,Antiseptic Liquid,287,1121,1121
8996,369576,Laxmipati Super Fine Maida,1 kg,Maida,Laxmipati,SARAF AGRO PRODUCTS PVT. LTD.,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
8997,230,BRU Instant Coffee 100 g,100 g,Instant Coffee,BRU,Hindustan Unilever Ltd.,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
8998,438666,Timios Belligo Probiotics Bites,60 g,Bites,Timios,FIRMROOTS PVT. LTD,Baby Care,Baby Food,24 Months+,7,1590,1598
8999,123490,Patanjali Super Dishwash Bar,160 g,Dishwash Bar,Patanjali,PATANJALI AYURVED LIMITED,Cleaning Essentials,Dishwashing Bars,Dishwashing Bars,18,988,988
9000,492403,Dr. Brown's Fox Learning Loop Teether,1 piece,Teether,Dr. Brown's,,Baby Care,Oral & Nasal Care,Oral & Nasal Care,7,998,998
9001,484432,Knorr Thick Tomato Soup - Pack of 2,2 x 51 g,Soup,Knorr,Hindustan Unilever Ltd.,Instant & Frozen Food,Soup,Soup,15,964,964
9002,486667,4700BC Popcorn Valentine’s Day Edition - Pack of 2,2 x 320 g,Popcorn,4700BC,ZEA MAIZE PVT. LTD.,Munchies,Popcorn,Popcorn,1237,156,156
9003,490574,4700BC Hawaiian Barbeque Cheese Popcorn - Pack of 3,3 x 35 g,Popcorn,4700BC,ZEA MAIZE PVT. LTD.,Munchies,Popcorn,Popcorn,1237,156,156
9004,490577,4700BC Himalayan Salt Caramel Popcorn - Pack of 3,3 x 60 g,Popcorn,4700BC,ZEA MAIZE PVT. LTD.,Munchies,Popcorn,Popcorn,1237,156,156
9005,492004,Batchelors Tomato Soup - Pack of 2,2 x 93 g,Soup,Batchelors,Max Inc.,Instant & Frozen Food,Soup,Soup,15,964,964
9006,448362,Vim Anti Smell Pudina Dishwash Gel,250 ml,Dishwash Gel,Vim,Hindustan Unilever Ltd.,Cleaning Essentials,Dishwashing Gels & Powder,Dishwashing Gels & Powder,18,1078,1078
9007,369624,Laxmipati Kabuli Chana,500 g,Kabuli Chana,Laxmipati,SARAF AGRO PRODUCTS PVT. LTD.,"Atta, Rice & Dal","Rajma, Chhole & Others",Kabuli Chana,16,1573,8
9008,487289,Amul 90% Bitter Dark Chocolate - Pack of 2,2 x 150 g,Dark Chocolate,Amul,GCMMF,Sweet Tooth,Chocolates,Chocolate Bars,9,944,1736
9009,489213,Ciphands Surface Disinfectant Spray - Pack of 2,2 x 220 ml,Disinfectant Spray,Ciphands,PONTIKA AEROTECH LTD.,Cleaning Essentials,Disinfectant & More,Disinfectant Sprays,18,1784,1874
9010,440031,Grocery Kala Chana,1 kg,Kala Chana,Grocery,HOT,"Atta, Rice & Dal","Toor, Urad & Chana",Chana,16,1010,1702
9011,484759,Sepoy & Co. Mint Tonic Water - Pack of 6,6 x 200 ml,Tonic Water,Sepoy & Co.,,Cold Drinks & Juices,Soda & Mixers,Cocktail Mixers & Tonic Water,332,1599,1103
9012,474463,Nutella & Go! Hazelnut Spread with Bread Sticks,48 g,Spread,Nutella,Snackstar,Organic & Premium,Sauces & Spreads,Sauces & Spreads,175,1128,1128
9013,425806,Desi Foodees Kara Boondi Namkeen,180 g,Boondi Namkeen,Desi Foodees,Regal Healthy Fine Foods Pvt. Ltd.,Munchies,Namkeen Snacks,Namkeen Snacks,1237,29,29
9014,410615,Fabelle Choco Deck Milk Chocolate Bar,60 g,Chocolate Bar,Fabelle,ITC Limited,Sweet Tooth,Chocolates,Chocolate Bars,9,944,1736
9015,481176,Conscious Food Tamarind Whole - Pack of 2,2 x 200 g,Tamarind Whole,Conscious Food,Conscious Food,Organic & Premium,Spices & Vinegar,Spices & Vinegar,175,803,803
9016,484741,Country Bean Caramel Bold Instant Coffee,50 g,Instant Coffee,Country Bean,Country Bean,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
9017,495900,Matar Paneer Combo,Combo of 5,Combo,,,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
9018,495901,Palak Paneer Combo,Combo of 5,Combo,,,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
9019,430956,PurePet Chicken and Vegetables Dry Food Adult,9 kg,Dry Food,PurePet,Drools Pet Food Private Limited,Pet Care,Dog Food & Treats,Dog Food & Treats,5,133,133
9020,205218,Horlicks Women's Plus Chocolate Health Drink,400 g,Health Drink,Horlicks,Hindustan Unilever Ltd.,"Tea, Coffee & Health Drinks",Health Drinks,Chocolate Health Drinks,12,960,1106
9021,374967,Milo Activ-Go Health Drink - Buy 3 Get 1 Free,4 x 180 ml,Health Drink,Milo,Nestle India,"Tea, Coffee & Health Drinks",Health Drinks,Health Drinks & Supplements,12,960,21
9022,403388,Pantene Advanced Hair Fall Solution Total Damage Care Shampoo,650 ml,Shampoo,Pantene,PROCTER & GAMBLE INDIA,Personal Care,Shampoo & Conditioner,Shampoo & Conditioner,163,166,166
9023,19705,Gillette Sensitive Shaving Foam,418 g,Shaving Foam,Gillette,PROCTER & GAMBLE INDIA,Personal Care,Men's Grooming,"Shaving Cream, Foam & Gel",163,692,705
9024,379960,Charlie's Lite Chivda Namkeen - Buy 1 Get 1 Free,2 x 180 g,Namkeen,Charlie's,JAY CHIKKI & SNACKS PVT LTD,Munchies,Bhujia & Mixtures,Bhujia & Mixtures,1237,1178,1178
9025,439040,Wingreens Farms Chinese Secret Sauce,130 g,Sauce,Wingreens Farms,WINGREENS FARMS PVT LTD.,Sauces & Spreads,Cooking Sauces & Paste,Chinese Sauces,972,929,833
9026,12036,Real Thai Rice Stick Noodles,375 g,Noodles,Real Thai,Rama Vision Ltd.,Organic & Premium,Noodles & Pasta,Noodles & Pasta,175,1313,1313
9027,492470,Hartley's Blackcurrant Flavour Jelly,125 g,Jelly,Hartley's,Snackstar,Sweet Tooth,Candies & Gum,Candies,9,1930,1931
9028,483711,Polka Pop Peach Sparkling Water - Pack of 6,6 x 350 ml,Sparkling Water,Polka Pop,Duhkaar Food & Beverage Pvt. Ltd.,Cold Drinks & Juices,Soda & Mixers,Soda,332,1599,1600
9029,438212,Godrej Expert Rich Creme Hair Colour (Natural Brown),4 x (20 g + 20 ml),Hair Colour,Godrej Expert,Godrej Consumer Products Ltd,Personal Care,Hair Colour & More,Hair Colour,163,691,701
9030,281584,Wonka Spree Original Candy,141 g,Candy,Wonka,MAX FOODS INC,Sweet Tooth,Candies & Gum,Candies,9,1930,1931
9031,44093,Sapphire Chocolate Coated Nuts Gift Pack - Assortment,175 g,Gift Pack,Sapphire,DUGAR OVERSEAS PVT LTD,Sweet Tooth,Chocolate Packs,Chocolate Packs,9,1173,1173
9032,400162,Lizol Disinfectant Multi Purpose Cleaner (Lemon Squeeze) - Pack of 2,2 x 450 ml,Multi Purpose Cleaner,Lizol,Reckitt Benckiser India Ltd Hyho,Cleaning Essentials,Floor Cleaners & More,Floor Cleaners & More,18,51,51
9033,406532,Nescafe Classic Coffee - Free Mug Inside,100 g + 1 piece,Coffee,Nescafe,Nestle India,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
9034,56695,Catch Mineral Water,1 l,Mineral Water,Catch,DS Drinks and Beverages Pvt. Ltd.,Cold Drinks & Juices,Water & Ice Cubes,Mineral Water,332,270,22
9035,115983,Choostix Multigrain Biskies Dog Treat (with real milk solids),1 kg,Dog Treat,Choostix,Ryal Vuitton Private Limited,Pet Care,Dog Food & Treats,Dog Food & Treats,5,133,133
9036,330,Complan Royale Chocolate Nutrition and Health Drink,200 g,Health Drink,Complan,Zydus Wellness Products Ltd.,"Tea, Coffee & Health Drinks",Health Drinks,Chocolate Health Drinks,12,960,1106
9037,484622,Mr Muscle Dranex Drain Cleaner - Pack of 2,2 x 50 g,Drain Cleaner,Mr Muscle,SC JOHNSON PRODUCTS PVT LTD,Cleaning Essentials,Toilet Cleaners & More,Toilet Cleaners & More,18,987,987
9038,492785,GMC Rice Flour - Pack of 3,3 x 500 g,Rice Flour,GMC,HOT,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
9039,394346,"Colgate Plax Antibacterial Fresh Tea Mouthwash - 24/7 Fresh Breath, 10X Longer Cooling - Pack of 3",3 x 250 ml,Mouthwash,Colgate Plax,COLGATE PALMOLIVE INDIA LTD,Personal Care,Oral Care,Mouthwash & Spray,163,722,725
9040,483775,Brooke Bond 3 Roses Dust Tea - Pack of 2,2 x 100 g,Tea,Brooke Bond 3 Roses,Hindustan Unilever Ltd.,"Tea, Coffee & Health Drinks",Tea,Leaf & Dust Tea,12,957,25
9041,479960,Blue Tribe Foods Plant Based Mutton Keema,250 g,Keema,Blue Tribe Foods,Shivanika Foods Pvt. Ltd.,"Chicken, Meat & Fish",Plant Based Meat,Plant Based Meat,4,1127,1127
9042,391869,GMC Bullet Raw Kolam Rice/Wada/Lachkari,5 kg,Kolam Rice,GMC,HOT,"Atta, Rice & Dal",Rice,Sonamasuri & Kolam,16,1161,1192
9043,481614,Germinix Disinfectant Toilet Cleaner (Original) - Buy 1 Get 1 Free,2 x 500 ml,Toilet Cleaner,Germinix,San Soaps & Detergents,Cleaning Essentials,Toilet Cleaners & More,Toilet Cleaners & More,18,987,987
9044,474882,Skore Cherry Flavoured Lubricant,50 ml,Lubricant,Skore,TTK Healthcare Limited,Pharma & Wellness,Sexual Wellness,Sexual Wellness,287,707,707
9045,490892,Timios Baked Banana & Honey Stars Snack - Pack of 3,3 x 30 g,Snack,Timios,FIRMROOTS PVT. LTD,Baby Care,Baby Food,24 Months+,7,1590,1598
9046,492636,Town Grocer Maize / Corn Flour - Pack of 2,2 x 500 g,Corn Flour,Town Grocer,Congruence Trade And Services Pvt. Ltd.,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
9047,492782,GMC Makki Atta (Maize Flour) - Pack of 3,3 x 500 g,Makki Atta (Maize Flour),GMC,HOT,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
9048,426277,O'range Germ Protection Hand Wash - Pack of 2,2 x 750 ml,Hand Wash,O'range,HOT,Personal Care,Handwash,Handwash,163,699,699
9049,104654,Mogu Mogu Mango Drink,300 ml,Mango Drink,Mogu Mogu,Sunbeam Mercantile Ventures Pvt. Ltd.,Organic & Premium,Beverages,Beverages,175,655,655
9050,38810,Pantai Red Curry Paste,114 g,Curry Paste,Pantai,Mapleleaf Distribution Pvt. Ltd.,Sauces & Spreads,Cooking Sauces & Paste,Cooking Paste & Others,972,929,932
9051,23864,Frooti Mango Drink,150 ml,Mango Drink,Frooti,PARLE AGRO,Cold Drinks & Juices,Fruit Juices,Mango Drinks & Juices,332,955,1108
9052,474790,Wow Skin Science Shea Butter & Cocoa Butter Moisturizing Body Lotion,400 ml,Body Lotion,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Personal Care,Body Moisturizers & More,Body Lotions,163,690,165
9053,235056,Cheetos Flamin Hot Crunchy Crisps,226.8 g,Crisps,Cheetos,Max Inc.,Organic & Premium,Snacks & Munchies,Snacks & Munchies,175,82,82
9054,382881,Vicco Turmeric Skin Cream,70 g,Skin Cream,Vicco,Vicco Laboratories,Personal Care,Facial Care,Face Cream & Lotion,163,1117,164
9055,481807,Sita Ram's Chora Potato Chips - Pack of 2,2 x 200 g,Potato Chips,Sita Ram's,Sita Ram & Sons,Munchies,Chips & Crisps,Potato Chips,1237,940,26
9056,479698,Vega Soft Loofah,1 piece,Loofah,Vega,Vega Industries Private Ltd.,Personal Care,Women's Grooming,Tools & Brushes,163,1893,182
9057,464041,W2 Raspberry Skin Toner - Pack of 2,2 x 100 ml,Toner,W2,HOT,Personal Care,Facial Care,Face Care,163,1117,1306
9058,476771,Sante Wild Cranberry Fruit Drink,250 ml,Fruit Drink,Sante,Anheuser-busch InBev,Cold Drinks & Juices,Fruit Juices,Fruit Juices,332,955,367
9059,489594,Dabur Amla Hair Oil - Pack of 2,2 x 550 ml,Hair Oil,Dabur Amla,Dabur India Pvt Ltd,Personal Care,Hair Oil & Serum,Hair Oil & Serum,163,702,702
9060,493408,Aroma Magic Hair Oil,200 ml,Hair Oil,Aroma Magic,BLOSSOM KOCHAR BEAUTY PRODUCTS PVT. LTD.,Personal Care,Hair Oil & Serum,Hair Oil & Serum,163,702,702
9061,493996,Conscious Food Organic Almonds - Pack of 2,2 x 500 g,Organic Almonds,Conscious Food,Conscious Food,Organic & Premium,"Dry Fruits, Nuts & Seeds","Dry Fruits, Nuts & Seeds",175,1937,1937
9062,485338,Colgate Kids Batman Extra Soft Baby Toothbrush (5+ Years) - Pack of 2,2 x 1 unit,Baby Toothbrush,Colgate,COLGATE PALMOLIVE INDIA LTD,Baby Care,Oral & Nasal Care,Oral & Nasal Care,7,998,998
9063,490424,Gangaur Superfine Maida - Pack of 2,2 x 500 g,Maida,Gangaur,MANTRI AGRO INDUSTRIES,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
9064,375922,Basic Urad Dal (Dhuli),1 kg,Urad Dal (Dhuli),Basic,HOT,"Atta, Rice & Dal","Toor, Urad & Chana",Urad,16,1010,1197
9065,403253,Dabur Red Toothpaste - Buy 3 Get 1 Free,4 x 200 g,Toothpaste,Dabur Red,Dabur India Pvt Ltd,Personal Care,Oral Care,Toothpaste,163,722,61
9066,476954,Organics Peeled Garlic by Zama Organics,250 g,Garlic,Zama Organics,Artisan Grown Organics Pvt. Ltd.,Vegetables & Fruits,Organic & Hydroponic,Organic & Hydroponic,1487,742,742
9067,388373,GHH Stain Buster Top Load Matic Detergent Powder,2 kg,Matic Detergent Powder,GHH,HOT,Cleaning Essentials,Detergent Powder & Bars,Detergent Powders,18,983,54
9068,484575,Ujala Crisp & Shine Fabric Conditioner (Floral Fusion) - Pack of 2,2 x 200 g,Fabric Conditioner,Ujala,Jyothy Laboratories Pvt Ltd,Cleaning Essentials,Laundry Additives,Laundry Additives,18,985,985
9069,491847,Muscle Blaze Pre Workout 200 Supplement (Green Apple Flavour),100 g,Supplement,Muscle Blaze,Bright Lifecare Pvt. Ltd.,Pharma & Wellness,Supplements,Supplements,287,308,308
9070,484291,Scotch Brite Kitchen Wiper - Pack of 2,2 x 1 unit,Kitchen Wiper,Scotch Brite,3M India,Cleaning Essentials,Cleaning Tools,Wipers,18,1082,1271
9071,477547,Mee Mee Breathable Blue Baby Bed Protector Sheet (Small),1 unit,Baby Bed Protector Sheet,Mee Mee,ME N MOMS PVT. LTD.,Baby Care,Feeding Accessories,Feeding Accessories,7,169,169
9072,197309,Rajdhani Makki Atta (Maize Flour),1 kg,Makki Atta (Maize Flour),Rajdhani,Victoria Foods Pvt. Ltd.,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
9073,481693,Senu Concentrated Liquid Detergent - Buy 1 Get 1 Free,1 l + 1 l,Liquid Detergent,Senu,Neerava Hygiene Products India Pvt. Ltd.,Cleaning Essentials,Liquid Detergents,Liquid Detergents,18,1077,1077
9074,436407,Cadbury Celebrations Premium Assorted Chocolate Gift Pack - Pack of 2,2 x 281 g,Chocolate Gift Pack,Cadbury Celebrations,Mondelez India,Sweet Tooth,Chocolate Packs,Chocolate Packs,9,1173,1173
9075,33254,Banjara's Black Henna (Aloe Vera),50 g,Henna,Banjara's,Vishal Personal Care Pvt. Ltd.,Personal Care,Hair Colour & More,Hair Colour,163,691,701
9076,412502,Park Avenue Shiny & Bouncy Beer Shampoo - Pack of 2,2 x 190 ml,Shampoo,Park Avenue,JK HELENE CURTIS LTD,Personal Care,Shampoo & Conditioner,Shampoo & Conditioner,163,166,166
9077,195034,"Safe Harvest Pesticide-Free Raw Sonamasuri Rice, 12 Months Old",5 kg,Pesticide-Free Raw Sonamasuri Rice,Safe Harvest,SAFE HARVEST PVT LTD,Organic & Premium,Rice & Rice Products,Rice & Rice Products,175,1935,1935
9078,415589,GHD Shahi Mix Mouth Freshener,180 g,Mouth Freshener,GHD,HOT,Sweet Tooth,Mouth Fresheners,Mouth Fresheners,9,1933,1933
9079,407580,Pril Tamarind Shine Specialist Dishwash Gel,750 ml,Dishwash Gel,Pril,Jyothy Laboratories Pvt Ltd,Cleaning Essentials,Dishwashing Gels & Powder,Dishwashing Gels & Powder,18,1078,1078
9080,486493,Town Grocer Maida,500 g,Maida,Town Grocer,Congruence Trade And Services Pvt. Ltd.,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
9081,480937,"Connoisseur Slim Rolling Paper with tips (King size, White) by Elements",1 unit (64 sheets),Rolling Paper,Elements,RKV Industries,Paan Corner,Smoking Needs,Rolling Needs,229,1982,1453
9082,482066,Senor Pepito Jalapeno Nachos - Pack of 2,2 x 60 g,Nachos,Senor Pepito,VENKATARAMANA FOOD SPECIALISTS LTD,Munchies,Nachos,Nachos,1237,316,316
9083,393299,PediaSure Vanilla Delight Health Drink - Pack of 2,2 x 1 kg,Health Drink,PediaSure,ABBOTT HEALTHCARE PVT LTD,"Tea, Coffee & Health Drinks",Health Drinks,Health Drinks & Supplements,12,960,21
9084,489212,Sani Fresh Ultra Shine Toilet Cleaner - Pack of 2,2 x 3 x 500 ml,Toilet Cleaner,Sani Fresh,Dabur India Pvt Ltd,Cleaning Essentials,Toilet Cleaners & More,Toilet Cleaners & More,18,987,987
9085,491873,Muscle Blaze Biozyme Performance Whey Protein (Magical Mango Flavour),1 kg,Protein,Muscle Blaze,Bright Lifecare Pvt. Ltd.,Pharma & Wellness,Supplements,Supplements,287,308,308
9086,424096,Lifelong Particulate Respirator KN95 Mask,1 unit,Mask,Lifelong,LIFELONG ONLINE RETAIL PVT. LTD.,Pharma & Wellness,Masks & Sanitizers,Masks & Sanitizers,287,1826,1826
9087,327916,Orange Carrot,500 g,Carrot,,HOT,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
9088,388137,Nestle Milkybar Moosha Chocolate - Pack of 2,2 x 40 g,Chocolate,Nestle,Nestle India,Sweet Tooth,Chocolates,Chocolate Bars,9,944,1736
9089,403114,"Sofit Vanilla Soy Milk (Lactose-Free, Plant-Based / Vegan / Milk Alternative) - Pack of 2",2 x 1 l,Soy Milk,Sofit,HERSHEY INDIA PRIVATE LIMITED,"Tea, Coffee & Health Drinks",Vegan Drinks,Vegan Drinks,12,87,87
9090,71901,Indica Easy Shampoo Hair Colour (Dark Brown),25 ml,Hair Colour,Indica,Cavin Kare Pvt. Ltd.,Personal Care,Hair Colour & More,Hair Colour,163,691,701
9091,465838,Tresemme Thick & Full Shampoo,580 ml,Shampoo,Tresemme,Hindustan Unilever Ltd.,Personal Care,Shampoo & Conditioner,Shampoo & Conditioner,163,166,166
9092,391305,Potato,1 kg,Potato,,HOT,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
9093,492828,Samrat Maida - Pack of 3,3 x 500 g,Maida,Samrat,PARAKH AGRO INDUSTRIES LTD,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
9094,455721,Red Globe Grapes - Packet,200 g - 250 g,Grapes,,HOT,Vegetables & Fruits,Exotics,Exotics,1487,278,278
9095,442417,Choko La 35% Milk Chocolate,250 g,Milk Chocolate,Choko La,Cosmic Kitchen Pvt. Ltd.,Sweet Tooth,Chocolates,Chocolate Bestsellers,9,944,27
9096,474386,Kingfisher Radler Black Currant Non Alcoholic Beer - Pack of 6,6 x 300 ml,Beer,Kingfisher,United Breweries Ltd.,Cold Drinks & Juices,Soft Drinks,Non-Alcoholic Drinks,332,1102,1486
9097,482042,Balaji Healthy Bites Masala Khakhra Namkeen - Pack of 2,2 x 220 g,Khakhra Namkeen,Balaji,BALAJI WAFERS PVT LTD.,Munchies,Namkeen Snacks,Namkeen Snacks,1237,29,29
9098,487249,Amul Choco Cracker Chocolate Bar - Pack of 2,2 x 150 g,Chocolate Bar,Amul,GCMMF,Sweet Tooth,Chocolates,Chocolate Bestsellers,9,944,27
9099,487511,Wagh Bakri Spiced Tea - Pack of 2,2 x 250 g,Tea,Wagh Bakri,GUJARAT TEA PROCESS & PACKERS LTD,"Tea, Coffee & Health Drinks",Tea,Leaf & Dust Tea,12,957,25
9100,493567,Hershey's Milk Chocolate with Whole Almonds - Pack of 2,2 x 41 g,Milk Chocolate,Hershey's,Cococart Ventures Private Limited,Sweet Tooth,Chocolates,Chocolate Bestsellers,9,944,27
9101,490543,Aashirvaad Gulab Jamun Instant Mix,500 g,Instant Mix,Aashirvaad,ITC Limited,Instant & Frozen Food,Instant Mixes,Dessert Mixes,15,965,1752
9102,272297,Priya Mango Pickle,300 g,Pickle,Priya,Ushodaya Enterprises Pvt. Ltd.,Sauces & Spreads,Chutney & Pickle,Mango & Lime Pickles,972,1126,1134
9103,457971,BitMo Mango Pickle,400 g,Mango Pickle,BitMo,HOT,Sauces & Spreads,Chutney & Pickle,Mango & Lime Pickles,972,1126,1134
9104,445287,Mee Mee Fluoride Free Baby Toothpaste (Orange Flavor),70 g,Baby Toothpaste,Mee Mee,ME N MOMS PVT. LTD.,Baby Care,Oral & Nasal Care,Oral & Nasal Care,7,998,998
9105,388243,GHD Aloo Bhujia,200 g,Bhujia,GHD,HOT,Munchies,Bhujia & Mixtures,Bhujia & Mixtures,1237,1178,1178
9106,367738,Shagun Spin Mop (Aqua Blue),1 unit,Spin Mop,Shagun,RAJ CLEANWEL EXIM PVT. LTD.,Cleaning Essentials,Cleaning Tools,Brooms & Mops,18,1082,1280
9107,115054,Abbie's Apple Cider Vinegar,475 ml,Vinegar,Abbie's,Suresh Kumar & Co Impex Pvt. Ltd.,Organic & Premium,Cooking Essentials,Cooking Essentials,175,946,946
9108,389984,GMC Bullet Raw Wada/Lachkari/ Kolam Rice,1 kg,Kolam Rice,GMC,HOT,"Atta, Rice & Dal",Rice,Sonamasuri & Kolam,16,1161,1192
9109,494839,Aplus Urad (Sabut) - Pack of 3,3 x 1 kg,Urad (Sabut),Aplus,Ajit Singh Om Parkash Pvt. Ltd.,"Atta, Rice & Dal","Toor, Urad & Chana",Urad,16,1010,1197
9110,390073,GMC Bansi Sooji/Rava,500 g,Sooji,GMC,HOT,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
9111,490450,Bhagyalakshmi Bansi Sooji/Rava - Pack of 2,2 x 1 kg,Sooji,Bhagyalakshmi,SRI BHAGYALAKSHMI AGRO LTD,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
