date,product_id,product_name,opening_stock,sales_quantity,stock_received,closing_stock,average_daily_demand,lead_time_days,safety_stock,reorder_point,reorder_quantity,stockout_flag,overstock_flag
2022-05-26,483694,Dabur Vita Chocolate Health Drink - Sample,230,42,0,188,32,5,50,210,256,0,0
2022-05-27,483694,Dabur Vita Chocolate Health Drink - Sample,188,30,256,414,32,5,50,210,256,0,0
2022-05-28,483694,Dabur Vita Chocolate Health Drink - Sample,414,35,0,379,32,5,50,210,256,0,0
2022-05-29,483694,Dabur Vita Chocolate Health Drink - Sample,379,13,0,366,32,5,50,210,256,0,0
2022-05-30,483694,Dabur Vita Chocolate Health Drink - Sample,366,23,0,343,32,5,50,210,256,0,0
2022-05-31,483694,Dabur Vita Chocolate Health Drink - Sample,343,30,0,313,32,5,50,210,256,0,0
2022-06-01,483694,Dabur Vita Chocolate Health Drink - Sample,313,23,0,290,32,5,50,210,256,0,0
2022-06-02,483694,Dabur Vita Chocolate Health Drink - Sample,290,38,0,252,32,5,50,210,256,0,0
2022-06-03,483694,Dabur Vita Chocolate Health Drink - Sample,252,48,0,204,32,5,50,210,256,0,0
2022-06-04,483694,Dabur Vita Chocolate Health Drink - Sample,204,23,256,437,32,5,50,210,256,0,0
2022-06-05,483694,Dabur Vita Chocolate Health Drink - Sample,437,25,0,412,32,5,50,210,256,0,0
2022-06-06,483694,Dabur Vita Chocolate Health Drink - Sample,412,34,0,378,32,5,50,210,256,0,0
2022-06-07,483694,Dabur Vita Chocolate Health Drink - Sample,378,45,0,333,32,5,50,210,256,0,0
2022-06-08,483694,Dabur Vita Chocolate Health Drink - Sample,333,22,0,311,32,5,50,210,256,0,0
2022-06-09,483694,Dabur Vita Chocolate Health Drink - Sample,311,34,0,277,32,5,50,210,256,0,0
2022-06-10,483694,Dabur Vita Chocolate Health Drink - Sample,277,47,0,230,32,5,50,210,256,0,0
2022-06-11,483694,Dabur Vita Chocolate Health Drink - Sample,230,19,0,211,32,5,50,210,256,0,0
2022-06-12,483694,Dabur Vita Chocolate Health Drink - Sample,211,22,0,189,32,5,50,210,256,0,0
2022-06-13,483694,Dabur Vita Chocolate Health Drink - Sample,189,29,256,416,32,5,50,210,256,0,0
2022-06-14,483694,Dabur Vita Chocolate Health Drink - Sample,416,28,0,388,32,5,50,210,256,0,0
2022-06-15,483694,Dabur Vita Chocolate Health Drink - Sample,388,39,0,349,32,5,50,210,256,0,0
2022-06-16,483694,Dabur Vita Chocolate Health Drink - Sample,349,34,0,315,32,5,50,210,256,0,0
2022-06-17,483694,Dabur Vita Chocolate Health Drink - Sample,315,18,0,297,32,5,50,210,256,0,0
2022-06-18,483694,Dabur Vita Chocolate Health Drink - Sample,297,36,0,261,32,5,50,210,256,0,0
2022-06-19,483694,Dabur Vita Chocolate Health Drink - Sample,261,27,0,234,32,5,50,210,256,0,0
2022-06-20,483694,Dabur Vita Chocolate Health Drink - Sample,234,42,0,192,32,5,50,210,256,0,0
2022-06-21,483694,Dabur Vita Chocolate Health Drink - Sample,192,27,256,421,32,5,50,210,256,0,0
2022-06-22,483694,Dabur Vita Chocolate Health Drink - Sample,421,27,0,394,32,5,50,210,256,0,0
2022-06-23,483694,Dabur Vita Chocolate Health Drink - Sample,394,36,0,358,32,5,50,210,256,0,0
2022-06-24,483694,Dabur Vita Chocolate Health Drink - Sample,358,38,0,320,32,5,50,210,256,0,0
2022-06-25,483694,Dabur Vita Chocolate Health Drink - Sample,320,36,0,284,32,5,50,210,256,0,0
2022-06-26,483694,Dabur Vita Chocolate Health Drink - Sample,284,19,0,265,32,5,50,210,256,0,0
2022-06-27,483694,Dabur Vita Chocolate Health Drink - Sample,265,36,0,229,32,5,50,210,256,0,0
2022-06-28,483694,Dabur Vita Chocolate Health Drink - Sample,229,24,0,205,32,5,50,210,256,0,0
2022-06-29,483694,Dabur Vita Chocolate Health Drink - Sample,205,34,256,427,32,5,50,210,256,0,0
2022-06-30,483694,Dabur Vita Chocolate Health Drink - Sample,427,21,0,406,32,5,50,210,256,0,0
2022-07-01,483694,Dabur Vita Chocolate Health Drink - Sample,406,36,0,370,32,5,50,210,256,0,0
2022-07-02,483694,Dabur Vita Chocolate Health Drink - Sample,370,26,0,344,32,5,50,210,256,0,0
2022-07-03,483694,Dabur Vita Chocolate Health Drink - Sample,344,22,0,322,32,5,50,210,256,0,0
2022-07-04,483694,Dabur Vita Chocolate Health Drink - Sample,322,38,0,284,32,5,50,210,256,0,0
2022-07-05,483694,Dabur Vita Chocolate Health Drink - Sample,284,34,0,250,32,5,50,210,256,0,0
2022-07-06,483694,Dabur Vita Chocolate Health Drink - Sample,250,27,0,223,32,5,50,210,256,0,0
2022-07-07,483694,Dabur Vita Chocolate Health Drink - Sample,223,44,0,179,32,5,50,210,256,0,0
2022-07-08,483694,Dabur Vita Chocolate Health Drink - Sample,179,28,256,407,32,5,50,210,256,0,0
2022-07-09,483694,Dabur Vita Chocolate Health Drink - Sample,407,32,0,375,32,5,50,210,256,0,0
2022-07-10,483694,Dabur Vita Chocolate Health Drink - Sample,375,34,0,341,32,5,50,210,256,0,0
2022-04-01,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,280,11,0,269,12,4,13,61,156,0,0
2022-04-02,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,269,16,0,253,12,4,13,61,156,0,0
2022-04-03,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,253,9,0,244,12,4,13,61,156,0,0
2022-04-04,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,244,5,0,239,12,4,13,61,156,0,0
2022-04-05,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,239,17,0,222,12,4,13,61,156,0,0
2022-04-06,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,222,20,0,202,12,4,13,61,156,0,0
2022-04-07,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,202,11,0,191,12,4,13,61,156,0,0
2022-04-08,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,191,6,0,185,12,4,13,61,156,0,0
2022-04-09,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,185,11,0,174,12,4,13,61,156,0,0
2022-04-10,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,174,11,0,163,12,4,13,61,156,0,0
2022-04-11,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,163,11,0,152,12,4,13,61,156,0,0
2022-04-12,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,152,9,0,143,12,4,13,61,156,0,0
2022-04-13,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,143,14,0,129,12,4,13,61,156,0,0
2022-04-14,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,129,14,0,115,12,4,13,61,156,0,0
2022-04-15,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,115,8,0,107,12,4,13,61,156,0,0
2022-04-16,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,107,14,0,93,12,4,13,61,156,0,0
2022-04-17,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,93,18,0,75,12,4,13,61,156,0,0
2022-04-18,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,75,13,0,62,12,4,13,61,156,0,0
2022-04-19,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,62,11,0,51,12,4,13,61,156,0,0
2022-04-20,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,51,12,156,195,12,4,13,61,156,0,0
2022-04-21,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,195,14,0,181,12,4,13,61,156,0,0
2022-04-22,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,181,7,0,174,12,4,13,61,156,0,0
2022-04-23,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,174,12,0,162,12,4,13,61,156,0,0
2022-04-24,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,162,11,0,151,12,4,13,61,156,0,0
2022-04-25,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,151,18,0,133,12,4,13,61,156,0,0
2022-04-26,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,133,11,0,122,12,4,13,61,156,0,0
2022-04-27,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,122,17,0,105,12,4,13,61,156,0,0
2022-04-28,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,105,9,0,96,12,4,13,61,156,0,0
2022-04-29,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,96,14,0,82,12,4,13,61,156,0,0
2022-04-30,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,82,13,0,69,12,4,13,61,156,0,0
2022-05-01,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,69,9,0,60,12,4,13,61,156,0,0
2022-05-02,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,60,13,156,203,12,4,13,61,156,0,0
2022-05-03,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,203,16,0,187,12,4,13,61,156,0,0
2022-05-04,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,187,11,0,176,12,4,13,61,156,0,0
2022-05-05,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,176,7,0,169,12,4,13,61,156,0,0
2022-05-06,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,169,12,0,157,12,4,13,61,156,0,0
2022-05-07,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,157,9,0,148,12,4,13,61,156,0,0
2022-05-08,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,148,11,0,137,12,4,13,61,156,0,0
2022-05-09,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,137,12,0,125,12,4,13,61,156,0,0
2022-05-10,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,125,7,0,118,12,4,13,61,156,0,0
2022-05-11,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,118,7,0,111,12,4,13,61,156,0,0
2022-05-12,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,111,13,0,98,12,4,13,61,156,0,0
2022-05-13,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,98,10,0,88,12,4,13,61,156,0,0
2022-05-14,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,88,4,0,84,12,4,13,61,156,0,0
2022-05-15,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,84,14,0,70,12,4,13,61,156,0,0
2022-05-16,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,70,13,0,57,12,4,13,61,156,0,0
2022-05-17,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,57,10,156,203,12,4,13,61,156,0,0
2022-05-18,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,203,8,0,195,12,4,13,61,156,0,0
2022-05-19,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,195,15,0,180,12,4,13,61,156,0,0
2022-05-20,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,180,13,0,167,12,4,13,61,156,0,0
2022-05-21,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,167,19,0,148,12,4,13,61,156,0,0
2022-05-22,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,148,13,0,135,12,4,13,61,156,0,0
2022-05-23,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,135,13,0,122,12,4,13,61,156,0,0
2022-05-24,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,122,11,0,111,12,4,13,61,156,0,0
2022-05-25,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,111,14,0,97,12,4,13,61,156,0,0
2022-05-26,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,97,14,0,83,12,4,13,61,156,0,0
2022-05-27,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,83,16,0,67,12,4,13,61,156,0,0
2022-05-28,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,67,10,0,57,12,4,13,61,156,0,0
2022-05-29,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,57,11,156,202,12,4,13,61,156,0,0
2022-05-30,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,202,11,0,191,12,4,13,61,156,0,0
2022-05-31,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,191,14,0,177,12,4,13,61,156,0,0
2022-06-01,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,177,16,0,161,12,4,13,61,156,0,0
2022-06-02,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,161,11,0,150,12,4,13,61,156,0,0
2022-06-03,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,150,11,0,139,12,4,13,61,156,0,0
2022-06-04,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,139,13,0,126,12,4,13,61,156,0,0
2022-06-05,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,126,11,0,115,12,4,13,61,156,0,0
2022-06-06,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,115,15,0,100,12,4,13,61,156,0,0
2022-06-07,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,100,5,0,95,12,4,13,61,156,0,0
2022-06-08,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,95,10,0,85,12,4,13,61,156,0,0
2022-06-09,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,85,10,0,75,12,4,13,61,156,0,0
2022-06-10,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,75,5,0,70,12,4,13,61,156,0,0
2022-06-11,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,70,9,0,61,12,4,13,61,156,0,0
2022-06-12,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,61,9,156,208,12,4,13,61,156,0,0
2022-06-13,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,208,11,0,197,12,4,13,61,156,0,0
2022-06-14,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,197,15,0,182,12,4,13,61,156,0,0
2022-06-15,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,182,11,0,171,12,4,13,61,156,0,0
2022-06-16,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,171,9,0,162,12,4,13,61,156,0,0
2022-06-17,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,162,12,0,150,12,4,13,61,156,0,0
2022-06-18,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,150,15,0,135,12,4,13,61,156,0,0
2022-06-19,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,135,9,0,126,12,4,13,61,156,0,0
2022-06-20,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,126,9,0,117,12,4,13,61,156,0,0
2022-06-21,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,117,14,0,103,12,4,13,61,156,0,0
2022-06-22,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,103,11,0,92,12,4,13,61,156,0,0
2022-06-23,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,92,14,0,78,12,4,13,61,156,0,0
2022-06-24,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,78,12,0,66,12,4,13,61,156,0,0
2022-06-25,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,66,14,0,52,12,4,13,61,156,0,0
2022-06-26,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,52,9,156,199,12,4,13,61,156,0,0
2022-06-27,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,199,12,0,187,12,4,13,61,156,0,0
2022-06-28,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,187,11,0,176,12,4,13,61,156,0,0
2022-06-29,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,176,8,0,168,12,4,13,61,156,0,0
2022-06-30,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,168,7,0,161,12,4,13,61,156,0,0
2022-07-01,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,161,14,0,147,12,4,13,61,156,0,0
2022-07-02,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,147,11,0,136,12,4,13,61,156,0,0
2022-07-03,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,136,9,0,127,12,4,13,61,156,0,0
2022-07-04,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,127,12,0,115,12,4,13,61,156,0,0
2022-07-05,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,115,15,0,100,12,4,13,61,156,0,0
2022-07-06,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,100,5,0,95,12,4,13,61,156,0,0
2022-07-07,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,95,8,0,87,12,4,13,61,156,0,0
2022-07-08,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,87,9,0,78,12,4,13,61,156,0,0
2022-07-09,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,78,16,0,62,12,4,13,61,156,0,0
2022-07-10,486016,Plum Green Tea Pore Cleansing Face Wash - Sample,62,13,0,49,12,4,13,61,156,0,0
2022-04-01,486017,Plum Green Tea Oil-Free Moisturizer - Sample,248,13,0,235,12,5,13,73,120,0,0
2022-04-02,486017,Plum Green Tea Oil-Free Moisturizer - Sample,235,12,0,223,12,5,13,73,120,0,0
2022-04-03,486017,Plum Green Tea Oil-Free Moisturizer - Sample,223,14,0,209,12,5,13,73,120,0,0
2022-04-04,486017,Plum Green Tea Oil-Free Moisturizer - Sample,209,11,0,198,12,5,13,73,120,0,0
2022-04-05,486017,Plum Green Tea Oil-Free Moisturizer - Sample,198,13,0,185,12,5,13,73,120,0,0
2022-04-06,486017,Plum Green Tea Oil-Free Moisturizer - Sample,185,12,0,173,12,5,13,73,120,0,0
2022-04-07,486017,Plum Green Tea Oil-Free Moisturizer - Sample,173,14,0,159,12,5,13,73,120,0,0
2022-04-08,486017,Plum Green Tea Oil-Free Moisturizer - Sample,159,14,0,145,12,5,13,73,120,0,0
2022-04-09,486017,Plum Green Tea Oil-Free Moisturizer - Sample,145,7,0,138,12,5,13,73,120,0,0
2022-04-10,486017,Plum Green Tea Oil-Free Moisturizer - Sample,138,5,0,133,12,5,13,73,120,0,0
2022-04-11,486017,Plum Green Tea Oil-Free Moisturizer - Sample,133,15,0,118,12,5,13,73,120,0,0
2022-04-12,486017,Plum Green Tea Oil-Free Moisturizer - Sample,118,16,0,102,12,5,13,73,120,0,0
2022-04-13,486017,Plum Green Tea Oil-Free Moisturizer - Sample,102,9,0,93,12,5,13,73,120,0,0
2022-04-14,486017,Plum Green Tea Oil-Free Moisturizer - Sample,93,6,0,87,12,5,13,73,120,0,0
2022-04-15,486017,Plum Green Tea Oil-Free Moisturizer - Sample,87,12,0,75,12,5,13,73,120,0,0
2022-04-16,486017,Plum Green Tea Oil-Free Moisturizer - Sample,75,15,0,60,12,5,13,73,120,0,0
2022-04-17,486017,Plum Green Tea Oil-Free Moisturizer - Sample,60,17,120,163,12,5,13,73,120,0,0
2022-04-18,486017,Plum Green Tea Oil-Free Moisturizer - Sample,163,14,0,149,12,5,13,73,120,0,0
2022-04-19,486017,Plum Green Tea Oil-Free Moisturizer - Sample,149,11,0,138,12,5,13,73,120,0,0
2022-04-20,486017,Plum Green Tea Oil-Free Moisturizer - Sample,138,9,0,129,12,5,13,73,120,0,0
2022-04-21,486017,Plum Green Tea Oil-Free Moisturizer - Sample,129,12,0,117,12,5,13,73,120,0,0
2022-04-22,486017,Plum Green Tea Oil-Free Moisturizer - Sample,117,11,0,106,12,5,13,73,120,0,0
2022-04-23,486017,Plum Green Tea Oil-Free Moisturizer - Sample,106,9,0,97,12,5,13,73,120,0,0
2022-04-24,486017,Plum Green Tea Oil-Free Moisturizer - Sample,97,18,0,79,12,5,13,73,120,0,0
2022-04-25,486017,Plum Green Tea Oil-Free Moisturizer - Sample,79,17,0,62,12,5,13,73,120,0,0
2022-04-26,486017,Plum Green Tea Oil-Free Moisturizer - Sample,62,15,120,167,12,5,13,73,120,0,0
2022-04-27,486017,Plum Green Tea Oil-Free Moisturizer - Sample,167,9,0,158,12,5,13,73,120,0,0
2022-04-28,486017,Plum Green Tea Oil-Free Moisturizer - Sample,158,15,0,143,12,5,13,73,120,0,0
2022-04-29,486017,Plum Green Tea Oil-Free Moisturizer - Sample,143,14,0,129,12,5,13,73,120,0,0
2022-04-30,486017,Plum Green Tea Oil-Free Moisturizer - Sample,129,13,0,116,12,5,13,73,120,0,0
2022-05-01,486017,Plum Green Tea Oil-Free Moisturizer - Sample,116,16,0,100,12,5,13,73,120,0,0
2022-05-02,486017,Plum Green Tea Oil-Free Moisturizer - Sample,100,14,0,86,12,5,13,73,120,0,0
2022-05-03,486017,Plum Green Tea Oil-Free Moisturizer - Sample,86,14,0,72,12,5,13,73,120,0,0
2022-05-04,486017,Plum Green Tea Oil-Free Moisturizer - Sample,72,14,120,178,12,5,13,73,120,0,0
2022-05-05,486017,Plum Green Tea Oil-Free Moisturizer - Sample,178,13,0,165,12,5,13,73,120,0,0
2022-05-06,486017,Plum Green Tea Oil-Free Moisturizer - Sample,165,7,0,158,12,5,13,73,120,0,0
2022-05-07,486017,Plum Green Tea Oil-Free Moisturizer - Sample,158,12,0,146,12,5,13,73,120,0,0
2022-05-08,486017,Plum Green Tea Oil-Free Moisturizer - Sample,146,10,0,136,12,5,13,73,120,0,0
2022-05-09,486017,Plum Green Tea Oil-Free Moisturizer - Sample,136,8,0,128,12,5,13,73,120,0,0
2022-05-10,486017,Plum Green Tea Oil-Free Moisturizer - Sample,128,17,0,111,12,5,13,73,120,0,0
2022-05-11,486017,Plum Green Tea Oil-Free Moisturizer - Sample,111,17,0,94,12,5,13,73,120,0,0
2022-05-12,486017,Plum Green Tea Oil-Free Moisturizer - Sample,94,16,0,78,12,5,13,73,120,0,0
2022-05-13,486017,Plum Green Tea Oil-Free Moisturizer - Sample,78,13,0,65,12,5,13,73,120,0,0
2022-05-14,486017,Plum Green Tea Oil-Free Moisturizer - Sample,65,16,120,169,12,5,13,73,120,0,0
2022-05-15,486017,Plum Green Tea Oil-Free Moisturizer - Sample,169,12,0,157,12,5,13,73,120,0,0
2022-05-16,486017,Plum Green Tea Oil-Free Moisturizer - Sample,157,13,0,144,12,5,13,73,120,0,0
2022-05-17,486017,Plum Green Tea Oil-Free Moisturizer - Sample,144,9,0,135,12,5,13,73,120,0,0
2022-05-18,486017,Plum Green Tea Oil-Free Moisturizer - Sample,135,13,0,122,12,5,13,73,120,0,0
2022-05-19,486017,Plum Green Tea Oil-Free Moisturizer - Sample,122,12,0,110,12,5,13,73,120,0,0
2022-05-20,486017,Plum Green Tea Oil-Free Moisturizer - Sample,110,8,0,102,12,5,13,73,120,0,0
2022-05-21,486017,Plum Green Tea Oil-Free Moisturizer - Sample,102,12,0,90,12,5,13,73,120,0,0
2022-05-22,486017,Plum Green Tea Oil-Free Moisturizer - Sample,90,12,0,78,12,5,13,73,120,0,0
2022-05-23,486017,Plum Green Tea Oil-Free Moisturizer - Sample,78,17,0,61,12,5,13,73,120,0,0
2022-05-24,486017,Plum Green Tea Oil-Free Moisturizer - Sample,61,15,120,166,12,5,13,73,120,0,0
2022-05-25,486017,Plum Green Tea Oil-Free Moisturizer - Sample,166,12,0,154,12,5,13,73,120,0,0
2022-05-26,486017,Plum Green Tea Oil-Free Moisturizer - Sample,154,13,0,141,12,5,13,73,120,0,0
2022-05-27,486017,Plum Green Tea Oil-Free Moisturizer - Sample,141,12,0,129,12,5,13,73,120,0,0
2022-05-28,486017,Plum Green Tea Oil-Free Moisturizer - Sample,129,11,0,118,12,5,13,73,120,0,0
2022-05-29,486017,Plum Green Tea Oil-Free Moisturizer - Sample,118,9,0,109,12,5,13,73,120,0,0
2022-05-30,486017,Plum Green Tea Oil-Free Moisturizer - Sample,109,12,0,97,12,5,13,73,120,0,0
2022-05-31,486017,Plum Green Tea Oil-Free Moisturizer - Sample,97,10,0,87,12,5,13,73,120,0,0
2022-06-01,486017,Plum Green Tea Oil-Free Moisturizer - Sample,87,8,0,79,12,5,13,73,120,0,0
2022-06-02,486017,Plum Green Tea Oil-Free Moisturizer - Sample,79,14,0,65,12,5,13,73,120,0,0
2022-06-03,486017,Plum Green Tea Oil-Free Moisturizer - Sample,65,13,120,172,12,5,13,73,120,0,0
2022-06-04,486017,Plum Green Tea Oil-Free Moisturizer - Sample,172,7,0,165,12,5,13,73,120,0,0
2022-06-05,486017,Plum Green Tea Oil-Free Moisturizer - Sample,165,12,0,153,12,5,13,73,120,0,0
2022-06-06,486017,Plum Green Tea Oil-Free Moisturizer - Sample,153,15,0,138,12,5,13,73,120,0,0
2022-06-07,486017,Plum Green Tea Oil-Free Moisturizer - Sample,138,15,0,123,12,5,13,73,120,0,0
2022-06-08,486017,Plum Green Tea Oil-Free Moisturizer - Sample,123,15,0,108,12,5,13,73,120,0,0
2022-06-09,486017,Plum Green Tea Oil-Free Moisturizer - Sample,108,12,0,96,12,5,13,73,120,0,0
2022-06-10,486017,Plum Green Tea Oil-Free Moisturizer - Sample,96,9,0,87,12,5,13,73,120,0,0
2022-06-11,486017,Plum Green Tea Oil-Free Moisturizer - Sample,87,9,0,78,12,5,13,73,120,0,0
2022-06-12,486017,Plum Green Tea Oil-Free Moisturizer - Sample,78,13,0,65,12,5,13,73,120,0,0
2022-06-13,486017,Plum Green Tea Oil-Free Moisturizer - Sample,65,13,120,172,12,5,13,73,120,0,0
2022-06-14,486017,Plum Green Tea Oil-Free Moisturizer - Sample,172,16,0,156,12,5,13,73,120,0,0
2022-06-15,486017,Plum Green Tea Oil-Free Moisturizer - Sample,156,15,0,141,12,5,13,73,120,0,0
2022-06-16,486017,Plum Green Tea Oil-Free Moisturizer - Sample,141,12,0,129,12,5,13,73,120,0,0
2022-06-17,486017,Plum Green Tea Oil-Free Moisturizer - Sample,129,8,0,121,12,5,13,73,120,0,0
2022-06-18,486017,Plum Green Tea Oil-Free Moisturizer - Sample,121,11,0,110,12,5,13,73,120,0,0
2022-06-19,486017,Plum Green Tea Oil-Free Moisturizer - Sample,110,13,0,97,12,5,13,73,120,0,0
2022-06-20,486017,Plum Green Tea Oil-Free Moisturizer - Sample,97,11,0,86,12,5,13,73,120,0,0
2022-06-21,486017,Plum Green Tea Oil-Free Moisturizer - Sample,86,10,0,76,12,5,13,73,120,0,0
2022-06-22,486017,Plum Green Tea Oil-Free Moisturizer - Sample,76,13,0,63,12,5,13,73,120,0,0
2022-06-23,486017,Plum Green Tea Oil-Free Moisturizer - Sample,63,10,120,173,12,5,13,73,120,0,0
2022-06-24,486017,Plum Green Tea Oil-Free Moisturizer - Sample,173,10,0,163,12,5,13,73,120,0,0
2022-06-25,486017,Plum Green Tea Oil-Free Moisturizer - Sample,163,13,0,150,12,5,13,73,120,0,0
2022-06-26,486017,Plum Green Tea Oil-Free Moisturizer - Sample,150,11,0,139,12,5,13,73,120,0,0
2022-06-27,486017,Plum Green Tea Oil-Free Moisturizer - Sample,139,13,0,126,12,5,13,73,120,0,0
2022-06-28,486017,Plum Green Tea Oil-Free Moisturizer - Sample,126,13,0,113,12,5,13,73,120,0,0
2022-06-29,486017,Plum Green Tea Oil-Free Moisturizer - Sample,113,9,0,104,12,5,13,73,120,0,0
2022-06-30,486017,Plum Green Tea Oil-Free Moisturizer - Sample,104,11,0,93,12,5,13,73,120,0,0
2022-07-01,486017,Plum Green Tea Oil-Free Moisturizer - Sample,93,16,0,77,12,5,13,73,120,0,0
2022-07-02,486017,Plum Green Tea Oil-Free Moisturizer - Sample,77,9,0,68,12,5,13,73,120,0,0
2022-07-03,486017,Plum Green Tea Oil-Free Moisturizer - Sample,68,6,120,182,12,5,13,73,120,0,0
2022-07-04,486017,Plum Green Tea Oil-Free Moisturizer - Sample,182,6,0,176,12,5,13,73,120,0,0
2022-07-05,486017,Plum Green Tea Oil-Free Moisturizer - Sample,176,12,0,164,12,5,13,73,120,0,0
2022-07-06,486017,Plum Green Tea Oil-Free Moisturizer - Sample,164,12,0,152,12,5,13,73,120,0,0
